c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gu12    all  4611.165
   gu13    all  2212.287
   gu14    all  15027.71
   gu16    all  1957.692
   gu21    all  333.5045
   gu22    all  220.9721
   gu23    all   645.659
   gu24    all  3239.116
   gu25    all  10627.53
a matrix=mo253   p7-32   0.0 ProducEcHA2                             
   gu01    all  3989.704
   gu02    all  11850.47
   gu05    all  12465.25
   gu06    all  11439.55
   gu07    all  12338.59
   gu08    all  3654.445
   gu09    all  30942.25
   gu10    all  8479.025
   gu11    all  3942.439
   gu12    all  6269.454
   gu13    all  3606.012
   gu14    all  14174.97
   gu16    all  2956.863
   gu21    all  1173.921
   gu22    all  230.1471
   gu23    all   2238.21
   gu24    all  10720.87
   gu25    all  17266.38
a matrix=mo254   p7-13   0.0 ProducEcLA3+                            
   gu01    all  125.6995
   gu02    all  562.8226
   gu05    all  787.6007
   gu06    all   1780.99
   gu07    all  1263.435
   gu08    all  167.6724
   gu09    all  2360.936
   gu10    all  246.1231
   gu11    all  1105.412
   gu12    all  447.8803
   gu13    all  246.0188
   gu14    all  2092.269
   gu16    all  139.7226
   gu21    all   4.75997
   gu22    all  25.57376
   gu23    all  43.09512
   gu24    all  360.6293
   gu25    all  972.6056
a matrix=mo255   p7-23   0.0 ProducEcMA3+                            
   gu01    all  150.8555
   gu02    all  1418.341
   gu05    all  1358.529
   gu06    all  3785.755
   gu07    all  1977.653
   gu08    all  517.2757
   gu09    all   5988.13
   gu10    all  1079.573
   gu11    all  2143.943
   gu12    all  2484.891
   gu13    all  510.2922
   gu14    all  4803.144
   gu16    all   267.115
   gu21    all   13.5309
   gu22    all  24.97575
   gu23    all  82.38005
   gu24    all  598.7867
   gu25    all  1904.403
a matrix=mo256   p7-33   0.0 ProducEcHA3+                            
   gu01    all  976.2421
   gu02    all   4639.55
   gu05    all  2509.082
   gu06    all  7964.846
   gu07    all  3729.266
   gu08    all  1180.355
   gu09    all  9328.481
   gu10    all  2132.375
   gu11    all  4295.306
   gu12    all   4335.32
   gu13    all  1148.634
   gu14    all  5975.459
   gu16    all  517.1591
   gu21    all  53.73813
   gu22    all  29.53683
   gu23    all  300.2597
   gu24    all  2035.327
   gu25    all  3564.122
a matrix=mo257   p9-10   0.0 ProducNoLA0                             
   gu01    all  829.3924
   gu02    all  2044.937
   gu05    all      6150
   gu06    all  2408.855
   gu07    all  2690.814
   gu08    all  451.5876
   gu09    all  2983.986
   gu10    all   1090.68
   gu11    all  1102.897
   gu12    all  1927.636
   gu13    all    464.29
   gu14    all  3534.559
   gu16    all  1908.475
   gu21    all  9444.557
   gu22    all  2873.433
   gu23    all  1639.458
   gu24    all  3112.603
   gu25    all  11456.49
a matrix=mo258   p9-20   0.0 ProducNoMA0                             
   gu01    all  241.2605
   gu02    all  913.5241
   gu05    all  1833.087
   gu06    all  894.5516
   gu07    all  755.5657
   gu08    all  168.3924
   gu09    all  1164.149
   gu10    all  488.0338
   gu11    all  387.3391
   gu12    all  962.8864
   gu13    all  154.0275
   gu14    all  1005.998
   gu16    all   796.742
   gu21    all  3482.928
   gu22    all  403.4714
   gu23    all  762.2282
   gu24    all  1068.964
   gu25    all  3916.493
a matrix=mo259   p9-30   0.0 ProducNoHA0                             
   gu01    all  172.3665
   gu02    all   492.074
   gu05    all  673.5225
   gu06    all  318.0115
   gu07    all  259.5217
   gu08    all   73.7819
   gu09    all  376.6424
   gu10    all  184.9907
   gu11    all  132.8908
   gu12    all  354.8592
   gu13    all   53.3883
   gu14    all   210.414
   gu16    all  271.1895
   gu21    all  2030.983
   gu22    all  117.0663
   gu23    all  438.7925
   gu24    all  688.3658
   gu25    all  1774.586
a matrix=mo260   p9-11   0.0 ProducNoLA1                             
   gu01    all  3892.997
   gu02    all  6204.008
   gu05    all  14222.26
   gu06    all  11692.33
   gu07    all  12037.84
   gu08    all  2166.638
   gu09    all     14573
   gu10    all  4747.962
   gu11    all  5954.944
   gu12    all  9409.434
   gu13    all  2349.331
   gu14    all  16280.73
   gu16    all  4279.212
   gu21    all  6229.728
   gu22    all  2820.479
   gu23    all  2112.348
   gu24    all  6548.029
   gu25    all  19644.91
a matrix=mo261   p9-21   0.0 ProducNoMA1                             
   gu01    all  2595.608
   gu02    all  6169.476
   gu05    all  10556.07
   gu06    all  10880.57
   gu07    all  8101.349
   gu08    all  2024.277
   gu09    all  13826.25
   gu10    all  5505.447
   gu11    all  5238.539
   gu12    all   12559.9
   gu13    all   1951.84
   gu14    all   11707.4
   gu16    all  4422.131
   gu21    all  7941.986
   gu22    all  1177.869
   gu23    all  2204.434
   gu24    all  5166.087
   gu25    all  16225.63
a matrix=mo262   p9-31   0.0 ProducNoHA1                             
   gu01    all  4328.393
   gu02    all   6950.51
   gu05    all  7292.237
   gu06    all  7779.069
   gu07    all   5430.44
   gu08    all   1740.89
   gu09    all  8996.577
   gu10    all   4232.29
   gu11    all  3608.822
   gu12    all  9193.603
   gu13    all  1378.205
   gu14    all  4841.857
   gu16    all  2935.988
   gu21    all  8528.851
   gu22    all   505.374
   gu23    all  2689.692
   gu24    all  6776.156
   gu25    all  13829.73
a matrix=mo263   p9-12   0.0 ProducNoLA2                             
   gu01    all  981.5355
   gu02    all    1806.3
   gu05    all   5076.26
   gu06    all  2832.138
   gu07    all  7007.658
   gu08    all  1087.786
   gu09    all  7781.435
   gu10    all  1778.537
   gu11    all  1231.913
   gu12    all  1578.903
   gu13    all  903.6276
   gu14    all  9956.374
   gu16    all  1078.226
   gu21    all  294.7276
   gu22    all  345.6307
   gu23    all  413.4068
   gu24    all  2172.365
   gu25    all  5412.052
a matrix=mo264   p9-22   0.0 ProducNoMA2                             
   gu01    all  1189.762
   gu02    all  3722.144
   gu05    all  8632.713
   gu06    all  6196.835
   gu07    all  10346.91
   gu08    all  2547.858
   gu09    all  17542.96
   gu10    all  5717.484
   gu11    all  2381.045
   gu12    all  5593.166
   gu13    all  1687.213
   gu14    all  17814.51
   gu16    all  2282.529
   gu21    all  847.9115
   gu22    all  335.8031
   gu23    all  831.6879
   gu24    all  3462.056
   gu25    all  10065.44
a matrix=mo265   p9-32   0.0 ProducNoHA2                             
   gu01    all  4074.605
   gu02    all  7990.705
   gu05    all  9765.201
   gu06    all  7374.644
   gu07    all  11302.43
   gu08    all  3512.144
   gu09    all     18580
   gu10    all  7463.778
   gu11    all  2653.601
   gu12    all  6328.698
   gu13    all   2031.39
   gu14    all  13283.94
   gu16    all  2637.799
   gu21    all   2404.59
   gu22    all   312.482
   gu23    all  1912.218
   gu24    all  8337.552
   gu25    all  13558.37
a matrix=mo266   p9-13   0.0 ProducNoLA3+                            
   gu01    all  200.3281
   gu02    all  583.8106
   gu05    all  894.4452
   gu06    all  1682.645
   gu07    all  1646.732
   gu08    all   240.356
   gu09    all  2036.827
   gu10    all  337.5151
   gu11    all  1094.645
   gu12    all   720.622
   gu13    all  218.4239
   gu14    all  2929.511
   gu16    all  166.3745
   gu21    all  13.50317
   gu22    all  37.12968
   gu23    all  50.99008
   gu24    all  402.8025
   gu25    all  1058.575
a matrix=mo267   p9-23   0.0 ProducNoMA3+                            
   gu01    all  277.0714
   gu02    all  1529.666
   gu05    all  1820.135
   gu06    all  4157.327
   gu07    all   2930.53
   gu08    all  777.0011
   gu09    all  5663.462
   gu10    all  1538.467
   gu11    all  2444.914
   gu12    all  3865.069
   gu13    all  495.0371
   gu14    all  6823.651
   gu16    all  387.8926
   gu21    all  43.74984
   gu22    all  41.91571
   gu23    all  113.3885
   gu24    all   758.775
   gu25    all  2257.059
a matrix=mo268   p9-33   0.0 ProducNoHA3+                            
   gu01    all  1458.132
   gu02    all   5009.11
   gu05    all  3145.702
   gu06    all  8669.289
   gu07    all   4895.17
   gu08    all  1659.057
   gu09    all  10879.92
   gu10    all  2650.553
   gu11    all  4454.863
   gu12    all  5467.014
   gu13    all  1237.391
   gu14    all  7125.608
   gu16    all  687.2653
   gu21    all  145.0289
   gu22    all  48.27938
   gu23    all  390.4524
   gu24    all  2532.119
   gu25    all  4298.429
a matrix=mo404   p1010   0.0 Produc WkW0LA0                          
   gu01    all  25.29035
   gu02    all  84.67724
   gu05    all   291.609
   gu06    all  103.4105
   gu07    all   119.259
   gu08    all  18.78986
   gu09    all  169.7039
   gu10    all  90.04117
   gu11    all  38.33147
   gu12    all  102.6586
   gu13    all  32.11727
   gu14    all  162.9664
   gu16    all  94.81918
   gu21    all  173.7502
   gu22    all  85.25202
   gu23    all  71.83615
   gu24    all  119.4933
   gu25    all  422.9788
a matrix=mo405   p1110   0.0 Produc WkW1LA0                          
   gu01    all  177.3138
   gu02    all  926.3944
   gu05    all   3143.27
   gu06    all   1096.63
   gu07    all  1192.388
   gu08    all  130.9123
   gu09    all  2036.024
   gu10    all  434.9957
   gu11    all  327.4827
   gu12    all  808.0314
   gu13    all  157.5795
   gu14    all  861.3441
   gu16    all  1196.101
   gu21    all  3912.306
   gu22    all   1412.58
   gu23    all  1120.815
   gu24    all  1827.163
   gu25    all   6373.82
a matrix=mo406   p1210   0.0 Produc WkW2LA0                          
   gu01    all  69.37441
   gu02    all  460.9179
   gu05    all  1745.734
   gu06    all  643.4823
   gu07    all  652.6696
   gu08    all  59.18241
   gu09    all  938.9299
   gu10    all  71.86212
   gu11    all  213.2321
   gu12    all  325.0421
   gu13    all  139.4898
   gu14    all  580.7612
   gu16    all  613.3473
   gu21    all  860.6236
   gu22    all  872.0956
   gu23    all  299.4582
   gu24    all  604.7248
   gu25    all  3461.726
a matrix=mo407   p1310   0.0 Produc WkW3+LA0                         
   gu01    all  20.21904
   gu02    all  94.93594
   gu05    all  506.4147
   gu06    all  253.7299
   gu07    all  251.4987
   gu08    all  13.70075
   gu09    all  582.3589
   gu10    all  15.49485
   gu11    all  77.57707
   gu12    all  63.05842
   gu13    all    62.515
   gu14    all  162.5896
   gu16    all  133.9733
   gu21    all  75.54832
   gu22    all  157.6056
   gu23    all  80.34248
   gu24    all  195.6224
   gu25    all  1342.548
a matrix=mo408   p1020   0.0 Produc WkW0MA0                          
   gu01    all  38.72551
   gu02    all  112.4427
   gu05    all   158.519
   gu06    all  59.01876
   gu07    all  55.16553
   gu08    all  11.42806
   gu09    all  106.5235
   gu10    all   36.0986
   gu11    all  29.35809
   gu12    all  42.24456
   gu13    all  18.71404
   gu14    all  71.46876
   gu16    all  85.01525
   gu21    all  175.3006
   gu22    all  .3339612
   gu23    all  98.46924
   gu24    all  131.5653
   gu25    all  249.6286
a matrix=mo409   p1120   0.0 Produc WkW1MA0                          
   gu01    all  228.7284
   gu02    all   1202.61
   gu05    all  2772.297
   gu06    all    1104.4
   gu07    all  855.4048
   gu08    all  120.8151
   gu09    all  1701.551
   gu10    all  269.1802
   gu11    all  425.2341
   gu12    all  636.8602
   gu13    all  154.1684
   gu14    all  636.4572
   gu16    all  1374.366
   gu21    all  7297.559
   gu22    all  925.0427
   gu23    all  1362.493
   gu24    all  1779.592
   gu25    all   7590.42
a matrix=mo410   p1220   0.0 Produc WkW2MA0                          
   gu01    all  193.5416
   gu02    all  1210.796
   gu05    all  3049.515
   gu06    all  1351.092
   gu07    all  821.5003
   gu08    all  157.3318
   gu09    all   2152.44
   gu10    all  330.9834
   gu11    all  609.5924
   gu12    all  928.8245
   gu13    all  301.5676
   gu14    all  930.5656
   gu16    all  1393.983
   gu21    all  4488.728
   gu22    all  1065.797
   gu23    all  1091.946
   gu24    all  1511.095
   gu25    all  6886.353
a matrix=mo411   p1320   0.0 Produc WkW3+MA0                         
   gu01    all  59.30463
   gu02    all  312.3279
   gu05    all  934.8782
   gu06    all  415.6208
   gu07    all  319.8592
   gu08    all  56.13913
   gu09    all  1162.932
   gu10    all  83.97008
   gu11    all  171.4206
   gu12    all  379.5617
   gu13    all  116.7295
   gu14    all  264.3201
   gu16    all  249.1848
   gu21    all  454.4102
   gu22    all  177.4525
   gu23    all  196.7684
   gu24    all  412.0444
   gu25    all  2416.378
a matrix=mo412   p1030   0.0 Produc WkW0HA0                          
   gu01    all  7.824831
   gu02    all  21.32922
   gu05    all  23.51127
   gu06    all  7.622096
   gu07    all    7.1672
   gu08    all  4.421843
   gu09    all  10.41266
   gu10    all  12.02874
   gu11    all  2.914631
   gu12    all  8.561801
   gu13    all  1.097183
   gu14    all  5.042975
   gu16    all  8.005148
   gu21    all  66.43397
   gu22    all  4.963437
   gu23    all  24.38636
   gu24    all  31.61097
   gu25    all   34.5951
a matrix=mo413   p1130   0.0 Produc WkW1HA0                          
   gu01    all  68.56559
   gu02    all  365.5748
   gu05    all  664.6095
   gu06    all  254.6237
   gu07    all  156.9253
   gu08    all  51.61328
   gu09    all  318.6357
   gu10    all  116.6309
   gu11    all  77.50067
   gu12    all  129.8661
   gu13    all  17.60714
   gu14    all  77.97598
   gu16    all  327.5643
   gu21    all   2799.45
   gu22    all  18.47048
   gu23    all  542.6482
   gu24    all  670.3338
   gu25    all   1908.03
a matrix=mo414   p1230   0.0 Produc WkW2HA0                          
   gu01    all  92.27601
   gu02    all  602.4484
   gu05    all  967.2706
   gu06    all  479.6092
   gu07    all   185.867
   gu08    all   74.7876
   gu09    all  513.6609
   gu10    all  165.7747
   gu11    all  179.0188
   gu12    all  234.1398
   gu13    all  58.25311
   gu14    all  156.8114
   gu16    all  468.4226
   gu21    all  2263.925
   gu22    all  261.9525
   gu23    all  474.0298
   gu24    all  759.9882
   gu25    all  2558.403
a matrix=mo415   p1330   0.0 Produc WkW3+HA0                         
   gu01    all  37.11664
   gu02    all  164.6655
   gu05    all  259.3586
   gu06    all  183.6768
   gu07    all  93.23308
   gu08    all  32.92123
   gu09    all  247.7031
   gu10    all  37.45991
   gu11    all  61.44154
   gu12    all  122.5335
   gu13    all  28.96024
   gu14    all  58.36613
   gu16    all  67.13947
   gu21    all  157.8448
   gu22    all  30.29731
   gu23    all  81.51744
   gu24    all  149.0323
   gu25    all  675.8928
a matrix=mo416   p1011   0.0 Produc WkW0LA1                          
   gu01    all  72.67515
   gu02    all  144.9585
   gu05    all  422.0821
   gu06    all  306.6942
   gu07    all  337.4542
   gu08    all  57.73871
   gu09    all  501.9494
   gu10    all  258.0788
   gu11    all  128.3284
   gu12    all  312.0164
   gu13    all  106.9488
   gu14    all  489.4276
   gu16    all  124.3873
   gu21    all  64.61917
   gu22    all  49.26918
   gu23    all  53.46225
   gu24    all  154.6706
   gu25    all  422.2424
a matrix=mo417   p1111   0.0 Produc WkW1LA1                          
   gu01    all  815.1966
   gu02    all  2366.704
   gu05    all  6720.188
   gu06    all  5020.544
   gu07    all  5169.313
   gu08    all  649.5514
   gu09    all  9151.703
   gu10    all  1885.297
   gu11    all  1710.726
   gu12    all  3808.224
   gu13    all  767.8957
   gu14    all  3866.682
   gu16    all  2252.534
   gu21    all  2019.325
   gu22    all  1152.887
   gu23    all  1136.185
   gu24    all  3237.686
   gu25    all  9174.161
a matrix=mo418   p1211   0.0 Produc WkW2LA1                          
   gu01    all  365.3717
   gu02    all  1431.969
   gu05    all  4207.907
   gu06    all  3381.018
   gu07    all   3097.62
   gu08    all   308.655
   gu09    all   5138.76
   gu10    all  404.5532
   gu11    all  1224.944
   gu12    all  1746.088
   gu13    all  766.5581
   gu14    all  2876.203
   gu16    all  1383.363
   gu21    all  476.8534
   gu22    all  733.8678
   gu23    all  382.5192
   gu24    all  1311.028
   gu25    all  5715.173
a matrix=mo419   p1311   0.0 Produc WkW3+LA1                         
   gu01    all  89.35947
   gu02    all  276.1073
   gu05    all  1026.623
   gu06    all  1058.292
   gu07    all  935.9084
   gu08    all  57.48118
   gu09    all  2403.288
   gu10    all  60.86049
   gu11    all  366.2741
   gu12    all  297.6595
   gu13    all  302.0085
   gu14    all  692.2609
   gu16    all  264.8536
   gu21    all  42.06373
   gu22    all  129.8977
   gu23    all  86.01589
   gu24    all  334.7816
   gu25    all  1999.873
a matrix=mo420   p1021   0.0 Produc WkW0MA1                          
   gu01    all  241.8965
   gu02    all  390.7265
   gu05    all  447.4973
   gu06    all  369.8602
   gu07    all   310.127
   gu08    all  74.89443
   gu09    all  680.9787
   gu10    all  218.4844
   gu11    all  211.0239
   gu12    all  285.8857
   gu13    all  133.8036
   gu14    all    474.67
   gu16    all   231.593
   gu21    all  203.7106
   gu22    all  1.022559
   gu23    all  153.0635
   gu24    all  332.6379
   gu25    all  497.6245
a matrix=mo421   p1121   0.0 Produc WkW1MA1                          
   gu01    all  2145.758
   gu02    all  5960.304
   gu05    all  12206.43
   gu06    all  10580.23
   gu07    all  7332.438
   gu08    all  1210.837
   gu09    all  16763.86
   gu10    all  2543.973
   gu11    all   4714.67
   gu12    all  6717.206
   gu13    all  1621.431
   gu14    all  6300.894
   gu16    all  5528.797
   gu21    all  11264.55
   gu22    all  1840.404
   gu23    all  2948.811
   gu24    all  6394.418
   gu25    all  22172.37
a matrix=mo422   p1221   0.0 Produc WkW2MA1                          
   gu01    all   2229.18
   gu02    all  7734.624
   gu05    all  15695.63
   gu06    all  16346.27
   gu07    all  8449.872
   gu08    all  1851.014
   gu09    all  24929.54
   gu10    all  3819.647
   gu11    all   8136.56
   gu12    all  11851.48
   gu13    all  3839.189
   gu14    all  10266.54
   gu16    all  6525.411
   gu21    all  7920.737
   gu22    all  2185.407
   gu23    all  2631.684
   gu24    all  6367.432
   gu25    all  25024.26
a matrix=mo423   p1321   0.0 Produc WkW3+MA1                         
   gu01    all  580.5691
   gu02    all  1938.872
   gu05    all  3836.678
   gu06    all  3755.384
   gu07    all  2551.954
   gu08    all  513.5744
   gu09    all  10443.77
   gu10    all  719.7247
   gu11    all  1773.457
   gu12    all  3937.828
   gu13    all  1238.327
   gu14    all  2441.452
   gu16    all  1050.669
   gu21    all  758.0484
   gu22    all  352.4271
   gu23    all  458.7026
   gu24    all  1502.952
   gu25    all  7494.237
a matrix=mo424   p1031   0.0 Produc WkW0HA1                          
   gu01    all  106.0103
   gu02    all  154.4819
   gu05    all  137.5491
   gu06    all  102.2182
   gu07    all  86.36139
   gu08    all  61.67297
   gu09    all   141.204
   gu10    all  155.6752
   gu11    all  44.71799
   gu12    all  122.4661
   gu13    all  16.60795
   gu14    all  69.42542
   gu16    all  46.21151
   gu21    all  151.8309
   gu22    all  14.35267
   gu23    all  81.76781
   gu24    all  170.8912
   gu25    all  140.8077
a matrix=mo425   p1131   0.0 Produc WkW1HA1                          
   gu01    all  1470.755
   gu02    all  3759.875
   gu05    all  5210.911
   gu06    all  4915.701
   gu07    all  2792.702
   gu08    all  1087.612
   gu09    all  6186.348
   gu10    all  2178.243
   gu11    all  1743.105
   gu12    all   2684.03
   gu13    all  379.9345
   gu14    all   1498.79
   gu16    all   2585.28
   gu21    all  8950.348
   gu22    all  73.22416
   gu23    all  2528.141
   gu24    all  5208.054
   gu25    all  10744.98
a matrix=mo426   p1231   0.0 Produc WkW2HA1                          
   gu01    all  2385.639
   gu02    all  7948.562
   gu05    all  9485.604
   gu06    all  11080.94
   gu07    all  3677.196
   gu08    all  1724.129
   gu09    all  11940.37
   gu10    all  3837.002
   gu11    all  4587.889
   gu12    all  6041.764
   gu13    all  1456.524
   gu14    all  3488.191
   gu16    all  4325.603
   gu21    all  7945.504
   gu22    all  1078.502
   gu23    all  2613.122
   gu24    all    6879.6
   gu25    all  17565.97
a matrix=mo427   p1331   0.0 Produc WkW3+HA1                         
   gu01    all    738.53
   gu02    all  1854.587
   gu05    all  2102.258
   gu06    all  3330.614
   gu07    all  1492.363
   gu08    all   610.316
   gu09    all  4504.705
   gu10    all  650.9722
   gu11    all  1282.158
   gu12    all  2575.552
   gu13    all    628.42
   gu14    all  1086.494
   gu16    all  577.9217
   gu21    all  534.4564
   gu22    all  123.2686
   gu23    all  388.2969
   gu24    all  1083.094
   gu25    all  4115.919
a matrix=mo428   p1012   0.0 Produc WkW0LA2                          
   gu01    all  11.92268
   gu02    all   24.3926
   gu05    all  82.95003
   gu06    all  40.77341
   gu07    all  108.2444
   gu08    all  18.47256
   gu09    all  143.9068
   gu10    all  71.49989
   gu11    all  16.85989
   gu12    all  34.83225
   gu13    all  28.99354
   gu14    all  183.4744
   gu16    all  16.81274
   gu21    all  2.196007
   gu22    all  3.940492
   gu23    all  6.659899
   gu24    all  31.70826
   gu25    all  60.64981
a matrix=mo429   p1112   0.0 Produc WkW1LA2                          
   gu01    all  223.3678
   gu02    all  589.4923
   gu05    all  1912.868
   gu06    all  1022.588
   gu07    all  2472.592
   gu08    all  334.9414
   gu09    all  3963.603
   gu10    all  802.2932
   gu11    all  349.0291
   gu12    all   677.825
   gu13    all  297.3232
   gu14    all  2219.029
   gu16    all  420.5129
   gu21    all  87.89753
   gu22    all    120.49
   gu23    all   178.765
   gu24    all   847.647
   gu25    all  1840.093
a matrix=mo430   p1212   0.0 Produc WkW2LA2                          
   gu01    all  162.0749
   gu02    all  797.4484
   gu05    all  3085.672
   gu06    all  1498.894
   gu07    all      3735
   gu08    all  320.1677
   gu09    all   5216.67
   gu10    all  427.3271
   gu11    all  385.6719
   gu12    all   505.086
   gu13    all  434.3118
   gu14    all  3636.082
   gu16    all  744.3886
   gu21    all  51.44365
   gu22    all  180.3642
   gu23    all  185.1272
   gu24    all  999.5171
   gu25    all  2995.409
a matrix=mo431   p1312   0.0 Produc WkW3+LA2                         
   gu01    all  55.67034
   gu02    all  236.3405
   gu05    all  1070.554
   gu06    all  656.4401
   gu07    all  1557.382
   gu08    all  84.83253
   gu09    all  3240.169
   gu10    all  76.18087
   gu11    all   167.164
   gu12    all   130.077
   gu13    all  259.6199
   gu14    all  1365.229
   gu16    all  210.8479
   gu21    all   7.62071
   gu22    all  51.66336
   gu23    all  60.20074
   gu24    all  350.4668
   gu25    all  1568.588
a matrix=mo432   p1022   0.0 Produc WkW0MA2                          
   gu01    all  88.15065
   gu02    all   140.661
   gu05    all  176.6307
   gu06    all  105.0471
   gu07    all  187.2482
   gu08    all  52.38312
   gu09    all  438.1136
   gu10    all   128.827
   gu11    all  60.58343
   gu12    all  74.76994
   gu13    all  79.97119
   gu14    all  420.5667
   gu16    all  63.79189
   gu21    all  16.67272
   gu22    all  .3428235
   gu23    all  38.74617
   gu24    all  129.4924
   gu25    all  146.1674
a matrix=mo433   p1122   0.0 Produc WkW1MA2                          
   gu01    all  722.2078
   gu02    all   1869.57
   gu05    all  4651.547
   gu06    all   2826.02
   gu07    all  4212.575
   gu08    all  789.1955
   gu09    all  10138.79
   gu10    all  1490.979
   gu11    all    1278.9
   gu12    all  1700.218
   gu13    all   852.005
   gu14    all  5101.326
   gu16    all  1346.972
   gu21    all  653.4628
   gu22    all  248.5594
   gu23    all  592.0169
   gu24    all  2109.871
   gu25    all  5743.227
a matrix=mo434   p1222   0.0 Produc WkW2MA2                          
   gu01    all   1426.62
   gu02    all  6100.055
   gu05    all  16578.22
   gu06    all  11080.69
   gu07    all  14715.02
   gu08    all  2904.523
   gu09    all   35970.3
   gu10    all  5573.705
   gu11    all  3945.756
   gu12    all    5376.2
   gu13    all  3362.802
   gu14    all  19411.85
   gu16    all  4715.903
   gu21    all  1271.253
   gu22    all  721.7494
   gu23    all   1529.98
   gu24    all  6342.995
   gu25    all  19436.07
a matrix=mo435   p1322   0.0 Produc WkW3+MA2                         
   gu01    all  627.2832
   gu02    all  2810.716
   gu05    all  6417.998
   gu06    all  3967.176
   gu07    all  7004.905
   gu08    all  1304.892
   gu09    all  24075.64
   gu10    all  1544.087
   gu11    all  1391.124
   gu12    all  2943.054
   gu13    all  1831.125
   gu14    all   8246.19
   gu16    all  1351.759
   gu21    all  220.4951
   gu22    all  221.2696
   gu23    all  530.2888
   gu24    all  2644.444
   gu25    all  9642.956
a matrix=mo436   p1032   0.0 Produc WkW0HA2                          
   gu01    all  42.55588
   gu02    all  59.40399
   gu05    all  56.02861
   gu06    all  31.12458
   gu07    all   56.9858
   gu08    all  46.62257
   gu09    all  97.08775
   gu10    all  99.05202
   gu11    all  13.71938
   gu12    all  33.06232
   gu13    all  10.57608
   gu14    all  63.33619
   gu16    all  13.33036
   gu21    all  19.58324
   gu22    all  2.944426
   gu23    all  22.22808
   gu24    all   73.5544
   gu25    all  40.66523
a matrix=mo437   p1132   0.0 Produc WkW1HA2                          
   gu01    all  890.8892
   gu02    all  1911.797
   gu05    all  2515.908
   gu06    all  1954.398
   gu07    all  2489.986
   gu08    all  1132.965
   gu09    all  5389.427
   gu10    all   1826.37
   gu11    all  710.0631
   gu12    all  949.3462
   gu13    all  304.4221
   gu14    all  1688.899
   gu16    all  853.5827
   gu21    all  1376.099
   gu22    all  17.27168
   gu23    all  824.1453
   gu24    all  2874.782
   gu25    all  3872.154
a matrix=mo438   p1232   0.0 Produc WkW2HA2                          
   gu01    all  2489.649
   gu02    all  9780.912
   gu05    all  14187.61
   gu06    all  10620.98
   gu07    all  8951.071
   gu08    all  3926.337
   gu09    all  25558.37
   gu10    all  8293.581
   gu11    all   3132.84
   gu12    all  4037.251
   gu13    all  1830.318
   gu14    all  9818.635
   gu16    all  4380.394
   gu21    all  3144.646
   gu22    all  625.8775
   gu23    all  2548.759
   gu24    all  10917.91
   gu25    all  18913.21
a matrix=mo439   p1332   0.0 Produc WkW3+HA2                         
   gu01    all  1082.307
   gu02    all  3499.246
   gu05    all  4748.678
   gu06    all  4900.249
   gu07    all    5521.4
   gu08    all  2176.375
   gu09    all  14459.81
   gu10    all  1945.103
   gu11    all   1408.96
   gu12    all  2653.473
   gu13    all    1302.9
   gu14    all  5151.593
   gu16    all  1015.511
   gu21    all  360.4758
   gu22    all  130.0845
   gu23    all  606.3717
   gu24    all  2609.051
   gu25    all  7078.939
a matrix=mo440   p1013   0.0 Produc WkW0LA3+                         
   gu01    all  1.363778
   gu02    all  3.511898
   gu05    all  5.819002
   gu06    all  10.02405
   gu07    all  10.06126
   gu08    all  1.973602
   gu09    all  14.07573
   gu10    all  8.156022
   gu11    all  7.827188
   gu12    all  9.044626
   gu13    all  4.129159
   gu14    all  23.40967
   gu16    all  1.025519
   gu21    all  .0510426
   gu22    all  .1921286
   gu23    all  .3563577
   gu24    all  2.634764
   gu25    all  4.099643
a matrix=mo441   p1113   0.0 Produc WkW1LA3+                         
   gu01    all  44.03843
   gu02    all  163.2202
   gu05    all  287.4019
   gu06    all  491.2257
   gu07    all  488.4942
   gu08    all  73.99359
   gu09    all   760.358
   gu10    all  170.4903
   gu11    all  264.6345
   gu12    all  295.2844
   gu13    all   58.1703
   gu14    all  573.2531
   gu16    all  51.96138
   gu21    all   3.93469
   gu22    all  11.59156
   gu23    all  17.89767
   gu24    all  131.3843
   gu25    all  257.7092
a matrix=mo442   p1213   0.0 Produc WkW2LA3+                         
   gu01    all   34.2469
   gu02    all  227.7769
   gu05    all  437.9701
   gu06    all  727.9381
   gu07    all  683.6745
   gu08    all  68.32088
   gu09    all  1069.323
   gu10    all  98.82811
   gu11    all  319.2436
   gu12    all  245.9862
   gu13    all  97.39112
   gu14    all  970.9144
   gu16    all  95.55956
   gu21    all  2.170261
   gu22    all  15.61545
   gu23    all  20.22009
   gu24    all   157.238
   gu25    all  401.6336
a matrix=mo443   p1313   0.0 Produc WkW3+LA3+                        
   gu01    all  38.77109
   gu02    all  278.4729
   gu05    all  697.3055
   gu06    all   1248.17
   gu07    all  1279.834
   gu08    all  71.90305
   gu09    all  2526.198
   gu10    all  64.53853
   gu11    all  454.4896
   gu12    all  213.6084
   gu13    all  177.1886
   gu14    all   1507.81
   gu16    all  127.0258
   gu21    all  1.701368
   gu22    all  23.26547
   gu23    all  30.20743
   gu24    all  244.5736
   gu25    all  996.1307
a matrix=mo444   p1023   0.0 Produc WkW0MA3+                         
   gu01    all  8.850461
