c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gy06    all  105.0471
   gy07    all  187.2482
   gy08    all  52.38312
   gy09    all  438.1136
   gy10    all   128.827
   gy11    all  60.58343
   gy12    all  74.76994
   gy13    all  79.97119
   gy14    all  420.5667
a matrix=mo433   p1122   0.0 Produc WkW1MA2                          
   gy01    all  722.2078
   gy02    all   1869.57
   gy03    all   724.693
   gy04    all  8622.444
   gy05    all  5998.519
   gy06    all   2826.02
   gy07    all  4212.575
   gy08    all  789.1955
   gy09    all  10138.79
   gy10    all  1490.979
   gy11    all    1278.9
   gy12    all  1700.218
   gy13    all   852.005
   gy14    all  5101.326
a matrix=mo434   p1222   0.0 Produc WkW2MA2                          
   gy01    all   1426.62
   gy02    all  6100.055
   gy03    all  1484.126
   gy04    all  27817.93
   gy05    all  21294.12
   gy06    all  11080.69
   gy07    all  14715.02
   gy08    all  2904.523
   gy09    all   35970.3
   gy10    all  5573.705
   gy11    all  3945.756
   gy12    all    5376.2
   gy13    all  3362.802
   gy14    all  19411.85
a matrix=mo435   p1322   0.0 Produc WkW3+MA2                         
   gy01    all  627.2832
   gy02    all  2810.716
   gy03    all  284.9109
   gy04    all  12974.54
   gy05    all  7769.757
   gy06    all  3967.176
   gy07    all  7004.905
   gy08    all  1304.892
   gy09    all  24075.64
   gy10    all  1544.087
   gy11    all  1391.124
   gy12    all  2943.054
   gy13    all  1831.125
   gy14    all   8246.19
a matrix=mo436   p1032   0.0 Produc WkW0HA2                          
   gy01    all  42.55588
   gy02    all  59.40399
   gy03    all  20.92023
   gy04    all  138.0551
   gy05    all  69.35897
   gy06    all  31.12458
   gy07    all   56.9858
   gy08    all  46.62257
   gy09    all  97.08775
   gy10    all  99.05202
   gy11    all  13.71938
   gy12    all  33.06232
   gy13    all  10.57608
   gy14    all  63.33619
a matrix=mo437   p1132   0.0 Produc WkW1HA2                          
   gy01    all  890.8892
   gy02    all  1911.797
   gy03    all   1383.82
   gy04    all  7580.631
   gy05    all  3369.491
   gy06    all  1954.398
   gy07    all  2489.986
   gy08    all  1132.965
   gy09    all  5389.427
   gy10    all   1826.37
   gy11    all  710.0631
   gy12    all  949.3462
   gy13    all  304.4221
   gy14    all  1688.899
a matrix=mo438   p1232   0.0 Produc WkW2HA2                          
   gy01    all  2489.649
   gy02    all  9780.912
   gy03    all  3418.453
   gy04    all  32731.95
   gy05    all     18568
   gy06    all  10620.98
   gy07    all  8951.071
   gy08    all  3926.337
   gy09    all  25558.37
   gy10    all  8293.581
   gy11    all   3132.84
   gy12    all  4037.251
   gy13    all  1830.318
   gy14    all  9818.635
a matrix=mo439   p1332   0.0 Produc WkW3+HA2                         
   gy01    all  1082.307
   gy02    all  3499.246
   gy03    all  414.0061
   gy04    all  10370.92
   gy05    all  5764.189
   gy06    all  4900.249
   gy07    all    5521.4
   gy08    all  2176.375
   gy09    all  14459.81
   gy10    all  1945.103
   gy11    all   1408.96
   gy12    all  2653.473
   gy13    all    1302.9
   gy14    all  5151.593
a matrix=mo440   p1013   0.0 Produc WkW0LA3+                         
   gy01    all  1.363778
   gy02    all  3.511898
   gy03    all  .0678705
   gy04    all  7.266065
   gy05    all   6.84452
   gy06    all  10.02405
   gy07    all  10.06126
   gy08    all  1.973602
   gy09    all  14.07573
   gy10    all  8.156022
   gy11    all  7.827188
   gy12    all  9.044626
   gy13    all  4.129159
   gy14    all  23.40967
a matrix=mo441   p1113   0.0 Produc WkW1LA3+                         
   gy01    all  44.03843
   gy02    all  163.2202
   gy03    all   5.03224
   gy04    all  417.4852
   gy05    all  339.3633
   gy06    all  491.2257
   gy07    all  488.4942
   gy08    all  73.99359
   gy09    all   760.358
   gy10    all  170.4903
   gy11    all  264.6345
   gy12    all  295.2844
   gy13    all   58.1703
   gy14    all  573.2531
a matrix=mo442   p1213   0.0 Produc WkW2LA3+                         
   gy01    all   34.2469
   gy02    all  227.7769
   gy03    all  3.815151
   gy04    all  593.0623
   gy05    all  533.5296
   gy06    all  727.9381
   gy07    all  683.6745
   gy08    all  68.32088
   gy09    all  1069.323
   gy10    all  98.82811
   gy11    all  319.2436
   gy12    all  245.9862
   gy13    all  97.39112
   gy14    all  970.9144
a matrix=mo443   p1313   0.0 Produc WkW3+LA3+                        
   gy01    all  38.77109
   gy02    all  278.4729
   gy03    all  4.192463
   gy04    all  1291.686
   gy05    all  824.3313
   gy06    all   1248.17
   gy07    all  1279.834
   gy08    all  71.90305
   gy09    all  2526.198
   gy10    all  64.53853
   gy11    all  454.4896
   gy12    all  213.6084
   gy13    all  177.1886
   gy14    all   1507.81
a matrix=mo444   p1023   0.0 Produc WkW0MA3+                         
   gy01    all  8.850461
   gy02    all  17.62125
   gy03    all  .3940899
   gy04    all  17.92427
   gy05    all  13.53687
   gy06    all  21.44936
   gy07    all  12.73944
   gy08    all  4.753924
   gy09    all  38.45425
   gy10    all  12.46391
   gy11    all  23.88077
   gy12    all  18.56056
   gy13    all  9.845044
   gy14    all  52.04389
a matrix=mo445   p1123   0.0 Produc WkW1MA3+                         
   gy01    all  126.6971
   gy02    all  477.9895
   gy03    all  30.78689
   gy04    all   1115.87
   gy05    all  841.5562
   gy06    all  1266.002
   gy07    all   744.252
   gy08    all  156.4829
   gy09    all  1907.394
   gy10    all  309.9102
   gy11    all  907.9222
   gy12    all    741.61
   gy13    all  157.5566
   gy14    all  1313.293
a matrix=mo446   p1223   0.0 Produc WkW2MA3+                         
   gy01    all  297.0684
   gy02    all   1715.48
   gy03    all  64.09922
   gy04    all  3745.538
   gy05    all  2929.693
   gy06    all  5490.437
   gy07    all  2673.786
   gy08    all  628.0231
   gy09    all  7192.308
   gy10    all  1246.365
   gy11    all  3344.318
   gy12    all   2722.05
   gy13    all   774.673
   gy14    all  5232.586
a matrix=mo447   p1323   0.0 Produc WkW3+MA3+                        
   gy01    all  437.3929
   gy02    all  3292.389
   gy03    all   63.5544
   gy04    all  8119.143
   gy05    all  4888.057
   gy06    all  7517.543
   gy07    all  5684.112
   gy08    all  1105.838
   gy09    all  18704.24
   gy10    all   1302.74
   gy11    all  3776.473
   gy12    all  4819.015
   gy13    all   1247.98
   gy14    all  9088.559
a matrix=mo448   p1033   0.0 Produc WkW0HA3+                         
   gy01    all  5.584571
   gy02    all  9.653562
   gy03    all  .4676981
   gy04    all  9.946438
   gy05    all  4.852008
   gy06    all  7.965305
   gy07    all  5.125122
   gy08    all  5.430075
   gy09    all  10.61989
   gy10    all  12.19604
   gy11    all  6.743908
   gy12    all  9.713249
   gy13    all  1.624187
   gy14    all  9.167081
a matrix=mo449   p1133   0.0 Produc WkW1HA3+                         
   gy01    all  248.5464
   gy02    all  728.0647
   gy03    all  73.80782
   gy04    all  1353.522
   gy05    all  565.1315
   gy06    all  1181.145
   gy07    all  623.0056
   gy08    all  322.7943
   gy09    all  1321.043
   gy10    all  497.5205
   gy11    all  681.6745
   gy12    all  526.8615
   gy13    all  76.78326
   gy14    all  546.1289
a matrix=mo450   p1233   0.0 Produc WkW2HA3+                         
   gy01    all  778.8289
   gy02    all  4044.238
   gy03    all  186.7226
   gy04    all  6213.689
   gy05    all  3518.176
   gy06    all  7188.355
   gy07    all  2227.478
   gy08    all  1172.854
   gy09    all  7180.266
   gy10    all  2617.201
   gy11    all  3592.159
   gy12    all  2859.532
   gy13    all  576.9968
   gy14    all  3727.586
a matrix=mo451   p1333   0.0 Produc WkW3+HA3+                        
   gy01    all  1077.222
   gy02    all  5749.591
   gy03    all  119.6379
   gy04    all  9153.748
   gy05    all   5151.11
   gy06    all  13328.67
   gy07    all  6365.896
   gy08    all  2651.769
   gy09    all   16099.8
   gy10    all  2355.888
   gy11    all  5495.859
   gy12    all  6213.839
   gy13    all  1275.514
   gy14    all  8164.187
a matrix=mo452   p8010   0.0 Produc NwW0LA0                          
   gy01    all  14.77217
   gy02    all   38.4037
   gy03    all  337.0383
   gy04    all  301.4842
   gy05    all   174.992
   gy06    all  31.24988
   gy07    all  53.91489
   gy08    all  11.85686
   gy09    all  42.73424
   gy10    all   18.1146
   gy11    all  12.38641
   gy12    all  32.13386
   gy13    all  6.440603
   gy14    all  72.09085
a matrix=mo453   p8110   0.0 Produc NwW1LA0                          
   gy01    all  108.7899
   gy02    all  441.3255
   gy03    all  7680.789
   gy04    all  4842.449
   gy05    all   2064.11
   gy06    all  348.0972
   gy07    all  566.2286
   gy08    all  86.77269
   gy09    all  538.5476
   gy10    all  91.92413
   gy11    all  111.1566
   gy12    all  265.6761
   gy13    all  33.19285
   gy14    all  400.2355
a matrix=mo454   p8210   0.0 Produc NwW2LA0                          
   gy01    all  35.48336
   gy02    all  183.0484
   gy03    all  1672.944
   gy04    all  1947.935
   gy05    all  935.4661
   gy06    all  170.2771
   gy07    all  258.3729
   gy08    all  32.70202
   gy09    all  207.0396
   gy10    all  12.65971
   gy11    all  60.33629
   gy12    all  89.09286
   gy13    all  24.49438
   gy14    all  224.9654
a matrix=mo455   p8310   0.0 Produc NwW3+LA0                         
   gy01    all  6.902423
   gy02    all  25.16452
   gy03    all  117.3987
   gy04    all  454.3411
   gy05    all    169.49
   gy06    all  44.81328
   gy07    all  66.45152
   gy08    all  5.052913
   gy09    all  85.70903
   gy10    all  1.821908
   gy11    all  14.65126
   gy12    all  11.53618
   gy13    all  7.326959
   gy14    all  42.03649
a matrix=mo456   p8020   0.0 Produc NwW0MA0                          
   gy01    all  7.035339
   gy02    all  24.90381
   gy03    all  95.91859
   gy04    all  110.6714
   gy05    all  66.62252
   gy06    all  11.03117
   gy07    all  18.04504
   gy08    all  4.842214
   gy09    all  17.09951
   gy10    all  8.949926
   gy11    all  4.240391
   gy12    all  12.50762
   gy13    all  2.126873
   gy14    all  21.50936
a matrix=mo457   p8120   0.0 Produc NwW1MA0                          
   gy01    all  48.98511
   gy02    all  313.9899
   gy03    all  4949.107
   gy04    all  3065.961
   gy05    all   1337.26
   gy06    all  243.3404
   gy07    all   329.851
   gy08    all  60.34607
   gy09    all  321.9877
   gy10    all  78.67348
   gy11    all  72.40398
   gy12    all  222.2819
   gy13    all  20.65501
   gy14    all  225.8066
a matrix=mo458   p8220   0.0 Produc NwW2MA0                          
   gy01    all  36.43798
   gy02    all  277.9059
   gy03    all  2785.153
   gy04    all  2420.795
   gy05    all  1259.732
   gy06    all  261.7028
   gy07    all  278.4773
   gy08    all  69.08442
   gy09    all  358.0645
   gy10    all  85.04082
   gy11    all  91.24514
   gy12    all    284.99
   gy13    all  35.51819
   gy14    all  290.2353
a matrix=mo459   p8320   0.0 Produc NwW3+MA0                         
   gy01    all  6.556057
   gy02    all  42.09318
   gy03    all  171.9041
   gy04    all  440.7093
   gy05    all   197.107
   gy06    all  47.27102
   gy07    all  63.66709
   gy08    all  14.47449
   gy09    all  113.5948
   gy10    all  12.66835
   gy11    all  15.06633
   gy12    all  68.38368
   gy13    all  8.072737
   gy14    all  48.40693
a matrix=mo460   p8030   0.0 Produc NwW0HA0                          
   gy01    all  6.098855
   gy02    all  13.23543
   gy03    all   92.9052
   gy04    all  61.08804
   gy05    all  22.77928
   gy06    all  3.182901
   gy07    all   7.06558
   gy08    all  3.178938
   gy09    all  4.855882
   gy10    all  5.001004
   gy11    all    1.1306
   gy12    all  7.166269
   gy13    all  .5235788
   gy14    all  4.517126
a matrix=mo461   p8130   0.0 Produc NwW1HA0                          
   gy01    all  51.35009
   gy02    all  217.9721
   gy03    all  3654.309
   gy04    all   1967.83
   gy05    all  689.0531
   gy06    all  102.1667
   gy07    all  148.6459
   gy08    all  35.65348
   gy09    all  142.7785
   gy10    all  46.59212
   gy11    all  28.88634
   gy12    all  104.4445
   gy13    all  8.073344
   gy14    all  67.11166
a matrix=mo462   p8230   0.0 Produc NwW2HA0                          
   gy01    all  55.12669
   gy02    all  286.5382
   gy03    all  2461.328
   gy04    all    1978.9
   gy05    all  795.3616
   gy06    all  153.5098
   gy07    all  140.4431
   gy08    all  41.21052
   gy09    all  183.6043
   gy10    all  52.82689
   gy11    all  53.22598
   gy12    all  150.2114
   gy13    all  21.30698
   gy14    all  107.6596
a matrix=mo463   p8330   0.0 Produc NwW3+HA0                         
   gy01    all  13.98282
   gy02    all  49.38766
   gy03    all  109.9728
   gy04    all  292.8966
   gy05    all  114.0608
   gy06    all  37.07283
   gy07    all  44.42435
   gy08    all  11.43951
   gy09    all  55.83298
   gy10    all  7.527599
   gy11    all  11.51967
   gy12    all  49.57189
   gy13    all  6.679715
   gy14    all  25.26906
a matrix=mo464   p8011   0.0 Produc NwW0LA1                          
   gy01    all  42.44978
   gy02    all   65.7431
   gy03    all  129.3412
   gy04    all   299.391
   gy05    all  247.4657
   gy06    all  92.68066
   gy07    all  152.5571
   gy08    all  36.43452
   gy09    all  126.3992
   gy10    all  51.92063
   gy11    all  41.46798
   gy12    all  97.66631
   gy13    all  21.44686
   gy14    all  216.5063
a matrix=mo465   p8111   0.0 Produc NwW1LA1                          
   gy01    all  500.1597
   gy02    all  1127.475
   gy03    all  4071.604
   gy04    all  6790.872
   gy05    all  4268.058
   gy06    all  1593.643
   gy07    all   2454.75
   gy08    all  430.5428
   gy09    all  2420.711
   gy10    all  398.4046
   gy11    all  580.6671
   gy12    all  1252.122
   gy13    all   161.751
   gy14    all  1796.708
a matrix=mo466   p8211   0.0 Produc NwW2LA1                          
   gy01    all   186.879
   gy02    all  568.6904
   gy03    all  979.7552
   gy04    all  3125.426
   gy05    all  2217.153
   gy06    all  894.6786
   gy07    all  1226.258
   gy08    all  170.5514
   gy09    all  1133.127
   gy10    all  71.26878
   gy11    all   346.611
   gy12    all  478.5963
   gy13    all  134.6074
   gy14    all  1114.135
a matrix=mo467   p8311   0.0 Produc NwW3+LA1                         
   gy01    all  30.50575
   gy02    all  73.18732
   gy03    all  71.40762
   gy04    all  661.1496
   gy05    all   341.812
   gy06    all  186.9135
   gy07    all  247.2877
   gy08    all  21.19938
   gy09    all  353.7054
   gy10    all  7.156072
   gy11    all  69.17478
   gy12    all  54.45511
   gy13    all  35.39637
   gy14    all  178.9796
a matrix=mo468   p8021   0.0 Produc NwW0MA1                          
   gy01    all  43.94581
   gy02    all  86.53815
   gy03    all  111.5862
   gy04    all  226.9291
   gy05    all  185.7755
   gy06    all  69.13041
   gy07    all  101.4447
   gy08    all  31.73372
   gy09    all   109.313
   gy10    all  54.16885
   gy11    all  30.47963
   gy12    all    84.644
   gy13    all  15.20694
   gy14    all  142.8575
a matrix=mo469   p8121   0.0 Produc NwW1MA1                          
   gy01    all  459.5415
   gy02    all  1556.178
   gy03    all  7746.408
   gy04    all  8863.744
   gy05    all  5719.446
   gy06    all  2331.217
   gy07    all  2827.447
   gy08    all  604.8019
   gy09    all  3172.256
   gy10    all  743.5287
   gy11    all  802.7598
   gy12    all  2344.492
   gy13    all  217.2344
   gy14    all  2235.474
a matrix=mo470   p8221   0.0 Produc NwW2MA1                          
   gy01    all  419.6867
   gy02    all  1775.277
   gy03    all  4989.182
   gy04    all  8442.571
   gy05    all  6299.665
   gy06    all  3166.228
   gy07    all   2864.39
   gy08    all  812.7805
   gy09    all    4147.1
   gy10    all  981.3964
   gy11    all  1217.898
   gy12    all  3636.374
   gy13    all   452.174
   gy14    all  3202.043
a matrix=mo471   p8321   0.0 Produc NwW3+MA1                         
   gy01    all  64.18123
   gy02    all  261.3064
   gy03    all  295.9182
   gy04    all  1358.019
   gy05    all  813.5801
   gy06    all  427.1221
   gy07    all  507.9595
   gy08    all  132.4162
   gy09    all  1020.144
   gy10    all   108.583
   gy11    all  155.8709
   gy12    all  709.4581
   gy13    all  85.63975
   gy14    all  447.1216
a matrix=mo472   p8031   0.0 Produc NwW0HA1                          
   gy01    all  82.62692
   gy02    all  95.86069
   gy03    all  214.1785
   gy04    all  262.6017
   gy05    all  132.8176
   gy06    all  42.68517
   gy07    all  85.13692
   gy08    all  44.33775
   gy09    all  65.84966
   gy10    all  64.72266
   gy11    all  17.34633
   gy12    all  102.5047
   gy13    all  7.925361
   gy14    all  62.18618
a matrix=mo473   p8131   0.0 Produc NwW1HA1                          
   gy01    all  1101.477
   gy02    all  2241.806
   gy03    all  11691.63
   gy04    all  11639.32
   gy05    all  5414.364
   gy06    all  1972.404
   gy07    all  2645.359
   gy08    all  751.3015
   gy09    all  2772.061
   gy10    all   870.172
   gy11    all  649.6965
   gy12    all  2158.624
   gy13    all  174.2102
   gy14    all  1289.965
a matrix=mo474   p8231   0.0 Produc NwW2HA1                          
   gy01    all  1425.206
   gy02    all  3780.518
   gy03    all  8708.415
   gy04    all  13882.63
   gy05    all  7651.289
   gy06    all  3546.707
   gy07    all  2778.529
   gy08    all  950.0542
   gy09    all  4267.997
   gy10    all  1222.725
   gy11    all  1364.074
   gy12    all  3876.069
   gy13    all  532.7462
   gy14    all  2394.834
a matrix=mo475   p8331   0.0 Produc NwW3+HA1                         
   gy01    all  278.2237
   gy02    all   556.241
   gy03    all  378.3008
   gy04    all  1791.353
   gy05    all  936.3105
   gy06    all  672.2422
   gy07    all  711.0917
   gy08    all  212.0734
   gy09    all  1015.373
   gy10    all  130.8134
   gy11    all  240.3917
   gy12    all   1041.96
   gy13    all  144.9458
   gy14    all   470.387
a matrix=mo476   p8012   0.0 Produc NwW0LA2                          
   gy01    all  13.69927
   gy02    all  21.76199
   gy03    all  9.305927
   gy04    all  90.37343
   gy05    all  88.86932
   gy06    all  24.23789
   gy07    all   96.2625
   gy08    all  22.93017
   gy09    all  71.28527
   gy10    all  28.29614
   gy11    all  10.71714
   gy12    all  21.44781
   gy13    all   11.4373
   gy14    all  159.6584
a matrix=mo477   p8112   0.0 Produc NwW1LA2                          
   gy01    all  140.3188
   gy02    all  287.5346
   gy03    all  194.0649
   gy04    all  1432.645
   gy05    all  1136.424
   gy06    all  332.3456
   gy07    all  1202.197
   gy08    all   227.311
   gy09    all  1073.446
   gy10    all  173.5907
   gy11    all   121.299
   gy12    all  228.1868
   gy13    all  64.12426
   gy14    all  1055.725
a matrix=mo478   p8212   0.0 Produc NwW2LA2                          
   gy01    all   106.062
   gy02    all  405.1944
   gy03    all  155.8555
   gy04    all  2177.395
   gy05    all  1943.164
   gy06    all  507.4683
   gy07    all  1891.745
   gy08    all  226.3487
   gy09    all  1471.744
   gy10    all  96.31693
   gy11    all  139.6248
   gy12    all   177.128
   gy13    all  97.57624
   gy14    all  1802.064
a matrix=mo479   p8312   0.0 Produc NwW3+LA2                         
   gy01    all  19.00487
   gy02    all  62.64639
   gy03    all   16.1483
   gy04    all  530.6051
   gy05    all  339.1456
   gy06    all  115.9392
   gy07    all  411.4948
   gy08    all  31.28671
   gy09    all  476.8739
   gy10    all  8.957467
   gy11    all   31.5707
   gy12    all  23.79685
   gy13    all  30.42829
   gy14    all  352.9712
a matrix=mo480   p8022   0.0 Produc NwW0MA2                          
   gy01    all  21.90564
   gy02    all  42.61388
   gy03    all   12.5364
   gy04    all  99.26189
   gy05    all  89.96605
   gy06    all  26.85703
   gy07    all   83.7819
   gy08    all  30.36024
   gy09    all  96.19828
   gy10    all  43.68965
   gy11    all  11.96946
   gy12    all  30.28121
   gy13    all  12.43226
   gy14    all  173.1365
a matrix=mo481   p8122   0.0 Produc NwW1MA2                          
   gy01    all  149.2841
   gy02    all  471.1292
   gy03    all  450.8825
   gy04    all  2262.512
   gy05    all  1867.104
   gy06    all  600.9941
   gy07    all  1567.838
   gy08    all  380.4692
   gy09    all  1851.774
   gy10    all  420.5951
   gy11    all  210.1736
   gy12    all   572.759
   gy13    all  110.1741
   gy14    all  1746.859
a matrix=mo482   p8222   0.0 Produc NwW2MA2                          
   gy01    all  265.8743
   gy02    all  1385.953
   gy03    all  832.5236
   gy04    all  6581.148
   gy05    all  5975.864
   gy06    all  2124.606
   gy07    all  4937.769
   gy08    all  1262.485
   gy09    all   5923.28
   gy10    all  1417.598
   gy11    all  584.6397
   gy12    all  1632.899
   gy13    all  392.0625
   gy14    all   5993.19
a matrix=mo483   p8322   0.0 Produc NwW3+MA2                         
   gy01    all  63.02389
   gy02    all  344.2749
   gy03    all  86.16055
   gy04    all  1654.789
   gy05    all  1175.498
   gy06    all  410.0781
   gy07    all  1267.202
   gy08    all  305.7733
   gy09    all   2137.32
   gy10    all  211.7165
   gy11    all  111.1214
   gy12    all  481.8986
   gy13    all  115.0921
   gy14    all  1372.518
a matrix=mo484   p8032   0.0 Produc NwW0HA2                          
   gy01    all  33.16904
   gy02    all  36.86197
   gy03    all  28.34163
   gy04    all   90.2827
   gy05    all  50.13094
   gy06    all  12.99727
   gy07    all  56.17783
   gy08    all  33.51775
   gy09    all  45.27632
   gy10    all  41.18133
   gy11    all  5.321815
   gy12    all  27.67332
   gy13    all  5.046938
   gy14    all   56.7319
a matrix=mo485   p8132   0.0 Produc NwW1HA2                          
   gy01    all  670.5897
   gy02    all  1145.683
   gy03    all  1810.498
   gy04    all  4787.592
   gy05    all  2351.946
   gy06    all  788.1733
   gy07    all  2370.583
   gy08    all  786.6019
   gy09    all   2427.22
   gy10    all  733.3068
   gy11    all  266.0003
   gy12    all  767.3835
   gy13    all   140.294
   gy14    all  1460.962
a matrix=mo486   p8232   0.0 Produc NwW2HA2                          
   gy01    all  1739.632
   gy02    all  5441.118
   gy03    all  4151.775
   gy04    all  19189.76
   gy05    all  12031.35
   gy06    all  3976.117
   gy07    all  7910.778
   gy08    all  2530.534
   gy09    all  10685.28
   gy10    all  3091.185
   gy11    all  1089.455
   gy12    all  3029.421
   gy13    all  783.0246
   gy14    all  7884.468
a matrix=mo487   p8332   0.0 Produc NwW3+HA2                         
   gy01    all   420.778
   gy02    all  1083.095
   gy03    all  279.7656
   gy04    all   3382.97
   gy05    all   2078.12
   gy06    all  1020.695
   gy07    all  2715.043
   gy08    all  780.4437
   gy09    all  3363.555
   gy10    all  403.3748
   gy11    all  272.6171
   gy12    all  1107.827
   gy13    all  310.1296
   gy14    all  2301.686
a matrix=mo488   p8013   0.0 Produc NwW0LA3+                         
   gy01    all  1.566993
   gy02    all  3.133159
   gy03    all  .2229353
   gy04    all  6.417616
   gy05    all  6.097143
   gy06    all  5.958831
   gy07    all  8.947547
   gy08    all  2.449851
   gy09    all  6.972511
   gy10    all  3.227752
   gy11    all  4.975421
   gy12    all  5.569191
   gy13    all   1.62886
   gy14    all  20.37096
a matrix=mo489   p8113   0.0 Produc NwW1LA3+                         
   gy01    all  27.66477
   gy02    all  79.61336
   gy03    all  9.037128
   gy04    all  201.5984
   gy05    all  165.2798
   gy06    all  159.6505
   gy07    all  237.5104
   gy08    all  50.21642
   gy09    all  205.9245
   gy10    all  36.88868
   gy11    all  91.96913
   gy12    all  99.40623
   gy13    all   12.5457
   gy14    all  272.7308
a matrix=mo490   p8213   0.0 Produc NwW2LA3+                         
   gy01    all  22.41121
   gy02    all  115.7365
   gy03    all  7.137229
   gy04    all  298.3287
   gy05    all  270.6838
   gy06    all  246.4521
   gy07    all  346.2753
   gy08    all  48.30076
   gy09    all  301.6807
   gy10    all  22.27525
   gy11    all  115.5757
   gy12    all  86.26458
   gy13    all  21.88073
   gy14    all   481.191
a matrix=mo491   p8313   0.0 Produc NwW3+LA3+                        
   gy01    all  13.23577
   gy02    all  73.81437
   gy03    all  4.091516
   gy04    all  338.9603
   gy05    all  218.1738
   gy06    all  220.4495
   gy07    all  338.1605
   gy08    all  26.51825
   gy09    all  371.7948
   gy10    all  7.588543
   gy11    all  85.83521
   gy12    all  39.07844
   gy13    all  20.76707
   gy14    all  389.8344
a matrix=mo492   p8023   0.0 Produc NwW0MA3+                         
   gy01    all   2.19936
   gy02    all  5.338433
   gy03    all  .2947701
   gy04    all  5.654326
   gy05    all  5.065494
   gy06    all  5.483884
   gy07    all  5.700102
   gy08    all  2.755282
   gy09    all  8.443547
   gy10    all  4.226939
   gy11    all   4.71812
   gy12    all  7.516875
   gy13    all  1.530503
   gy14    all  21.42513
a matrix=mo493   p8123   0.0 Produc NwW1MA3+                         
   gy01    all  26.18894
   gy02    all  120.4527
   gy03    all  19.15469
   gy04    all  292.8019
   gy05    all  261.9435
   gy06    all  269.2337
   gy07    all   276.996
   gy08    all  75.44003
   gy09    all  348.3711
   gy10    all  87.42356
   gy11    all  149.2074
   gy12    all   249.829
   gy13    all   20.3739
   gy14    all  449.7139
a matrix=mo494   p8223   0.0 Produc NwW2MA3+                         
   gy01    all  55.36361
   gy02    all  389.7628
   gy03    all  35.95659
   gy04    all   886.117
   gy05    all  822.1726
   gy06    all  1052.733
   gy07    all  897.2153
   gy08    all  272.9776
   gy09    all  1184.367
   gy10    all  316.9965
   gy11    all  495.5252
   gy12    all  826.7609
   gy13    all  90.31761
   gy14    all  1615.502
a matrix=mo495   p8323   0.0 Produc NwW3+MA3+                        
   gy01    all  43.94539
   gy02    all  403.2734
   gy03    all  19.21963
   gy04    all  1035.525
   gy05    all  739.5216
   gy06    all  777.0716
   gy07    all  1028.268
   gy08    all  259.1293
   gy09    all  1660.473
   gy10    all  178.6243
   gy11    all  301.6603
   gy12    all  789.0704
   gy13    all  78.43959
   gy14    all  1512.725
a matrix=mo496   p8033   0.0 Produc NwW0HA3+                         
   gy01    all  4.352744
   gy02    all  5.990327
   gy03    all  .6336128
   gy04    all  6.504584
   gy05    all  3.506911
   gy06    all  3.326221
   gy07    all  5.052456
   gy08    all  3.903773
   gy09    all  4.952524
   gy10    all  5.070558
   gy11    all  2.615995
   gy12    all  8.130037
   gy13    all  .7750667
   gy14    all  8.211197
a matrix=mo497   p8133   0.0 Produc NwW1HA3+                         
   gy01    all  187.0857
   gy02    all  436.3076
   gy03    all   96.5652
   gy04    all  854.8251
   gy05    all  394.4688
   gy06    all  476.3341
   gy07    all  593.1303
   gy08    all  224.1116
   gy09    all  594.9542
   gy10    all  199.7597
   gy11    all  255.3655
   gy12    all  425.8771
   gy13    all  35.38583
   gy14    all  472.4223
a matrix=mo498   p8233   0.0 Produc NwW2HA3+                         
   gy01    all  544.2034
   gy02    all  2249.808
   gy03    all  226.7782
   gy04    all  3642.901
   gy05    all  2279.642
   gy06    all  2691.065
   gy07    all    1968.6
   gy08    all  755.9074
   gy09    all  3001.878
   gy10    all  975.4837
   gy11    all  1249.185
   gy12    all  2145.699
   gy13    all  246.8439
   gy14    all  2993.291
a matrix=mo499   p8333   0.0 Produc NwW3+HA3+                        
   gy01    all  418.8009
   gy02    all  1779.627
   gy03    all  80.84561
   gy04    all  2985.933
   gy05    all  1857.091
   gy06    all  2776.289
   gy07    all  3130.307
   gy08    all  950.9191
   gy09    all  3745.039
   gy10    all  488.5632
   gy11    all  1063.384
   gy12    all  2594.282
   gy13    all  303.6109
   gy14    all  3647.686
a matrix=mo500   p2110   0.0 Produc UvH1LA0                          
   gy01    all  1.611122
   gy02    all  169.1256
   gy03    all  911.8468
   gy04    all  1810.945
   gy05    all  561.1618
   gy06    all  114.6909
   gy07    all  101.2168
   gy08    all   26.2733
   gy09    all  208.9948
   gy10    all  7.765403
   gy11    all  7.732358
   gy12    all  69.32686
   gy13    all  4.720221
   gy14    all  6.473237
a matrix=mo501   p2210   0.0 Produc UvH2LA0                          
   gy01    all  24.84381
   gy02    all  311.8427
   gy03    all  1257.623
   gy04    all  3803.007
   gy05    all  1525.641
   gy06    all  346.8288
   gy07    all  331.9926
   gy08    all  84.04141
   gy09    all  612.8022
   gy10    all  17.42084
   gy11    all  21.86235
   gy12    all  190.0678
   gy13    all  12.16772
   gy14    all  105.5288
a matrix=mo502   p2310   0.0 Produc UvH3LA0                          
   gy01    all  10.28767
   gy02    all   87.4574
   gy03    all  372.8844
   gy04    all  1281.614
   gy05    all  534.9411
   gy06    all  117.2423
   gy07    all  142.0883
